日付,始値,高値,安値,終値,13週平均,26週平均,VWAP,出来高,13週平均,26週平均,売残,買残,倍率
20200901,      12260,      12600,      12210,      12220,   12406.92,   12862.69,         --,         643100,     1020153.84,     1144711.53,               ,               ,           
20200828,      11870,      12430,      11730,      12090,   12574.61,   12909.61,         --,         879900,     1076730.76,     1175461.53,          77100,         114100,       1.48
20200821,      11940,      12240,      11750,      11960,    12682.3,    12942.3,         --,         781300,     1108153.84,        1188650,          71100,         119600,       1.68
20200814,      11170,      12350,      11020,      12000,    12752.3,      13030,         --,        1527900,     1119553.84,     1203065.38,          79500,         118200,       1.49
20200807,      10650,      11430,      10570,      10990,   12850.76,   13153.84,         --,        1566700,     1091369.23,     1184969.23,          86400,         131900,       1.53
20200731,      12020,      12120,      10590,      10600,   13013.07,   13303.07,         --,        1299500,        1022600,     1218323.07,         115500,         128700,       1.11
20200722,      12200,      12400,      11980,      12020,   13169.23,   13461.92,         --,         537500,     1023284.61,     1253780.76,          84900,         123700,       1.46
20200717,      12000,      12670,      11880,      12210,   13317.69,   13623.07,         --,         898200,        1050100,     1274480.76,          88100,         128700,       1.46
20200710,      13100,      13370,      12010,      12020,   13479.23,   13801.15,         --,        1070700,     1060646.15,     1286873.07,          84700,         130500,       1.54
20200703,      13010,      13120,      12740,      13010,   13606.92,   14015.38,         --,         865800,     1063007.69,     1313688.46,          99100,         114700,       1.16
20200626,      14510,      14510,      13000,      13210,   13583.84,   14130.38,         --,        1277500,     1075346.15,     1283946.15,          96200,         120900,       1.26
20200619,      14290,      14640,      13860,      14600,   13645.38,   14242.69,         --,         862700,      1121992.3,     1254226.92,         111600,          68500,       0.61
20200612,      14600,      14990,      14210,      14360,   13530.76,   14300.38,         --,        1051200,     1186438.46,     1261503.84,         111000,          73100,       0.66
20200605,      13690,      14910,      13540,      14400,   13318.46,   14377.69,         --,        1378600,     1269269.23,     1256473.07,         116800,          83500,       0.71
20200529,      13070,      14040,      12880,      13490,   13244.61,   14480.76,         --,        1288400,      1274192.3,     1232853.84,         101500,         105600,       1.04
20200522,      13370,      13670,      12780,      12870,    13202.3,    14632.3,         --,         929500,     1269146.15,     1230711.53,         112200,         133100,       1.19
20200515,      13270,      13930,      13010,      13280,   13307.69,   14810.38,         --,        1161500,     1286576.92,     1248165.38,         139100,         116600,       0.84
20200508,      12190,      13100,      12150,      13100,   13456.92,   14956.92,         --,         672700,     1278569.23,     1243403.84,         139800,         132800,       0.95
20200501,      13990,      14360,      12220,      12630,   13593.07,   15123.07,         --,        1308400,     1414046.15,     1266780.76,         139800,         132800,       0.95
20200424,      14250,      14450,      13720,      13950,   13754.61,   15348.84,         --,         886100,     1484276.92,     1290211.53,         123300,         103200,       0.84
20200417,      13510,      14550,      13400,      14310,   13928.46,   15516.53,         --,        1035300,     1498861.53,     1295069.23,         141500,         106800,       0.75
20200410,      13000,      13980,      12660,      13680,   14123.07,   15693.84,         --,        1101400,        1513100,     1288880.76,         133700,         122500,       0.92
20200403,      13620,      13980,      12550,      12710,   14423.84,   15890.38,         --,        1026200,     1564369.23,      1293692.3,         122000,         119800,       0.98
20200327,      13230,      14100,      12280,      14010,   14676.92,   16086.53,         --,        1883900,     1492546.15,     1296376.92,         158600,         114600,       0.72
20200319,      11710,      13280,      10870,      13110,      14840,      16255,         --,        1700500,     1386461.53,     1254515.38,         130800,         133500,       1.02
20200313,      13000,      13560,      10870,      11600,      15070,   16475.76,         --,        2128000,     1336569.23,      1216742.3,          86100,         153900,       1.79
20200306,      12690,      13980,      12550,      13440,   15436.92,   16755.76,         --,        1442600,     1243676.92,     1174588.46,          89200,         201600,       2.26
20200228,      13400,      14070,      12830,      12940,   15716.92,   16923.84,         --,        1222800,     1191515.38,      1154592.3,          90800,         210000,       2.31
20200221,      15000,      15060,      14170,      14240,    16062.3,   17128.07,         --,        1156100,     1192276.92,     1149953.84,         103800,         228200,        2.2
20200214,      14820,      15450,      14730,      15220,   16313.07,   17261.53,         --,        1057400,     1209753.84,     1140130.76,          85400,         217000,       2.54
20200207,      13500,      15130,      13300,      14870,   16456.92,   17340.38,         --,        2433900,     1208238.46,     1138507.69,          73600,         225300,       3.06
20200131,      15170,      15560,      14600,      14730,   16653.07,   17416.15,         --,        2221400,     1119515.38,     1106869.23,          67000,         249900,       3.73
20200124,      16970,      17250,      16110,      16210,   16943.07,   17525.76,         --,        1075700,     1096146.15,        1103700,          57300,         202000,       3.53
20200117,      17870,      17870,      16480,      16840,   17104.61,   17632.69,         --,        1220400,     1091276.92,     1102330.76,          63100,         161400,       2.56
20200110,      16000,      17630,      15980,      17590,   17264.61,      17715,         --,        1767900,     1064661.53,        1096350,          74400,         139600,       1.88
20191230,      16230,      16230,      16000,      16000,   17356.92,   17731.53,         --,          92500,     1023015.38,     1056415.38,          62400,         218400,        3.5
20191227,      16290,      16470,      16030,      16130,   17496.15,   17813.46,         --,         504800,     1100207.69,     1102315.38,               ,               ,           
20191220,      16210,      16630,      15910,      16100,      17670,   17888.07,         --,        1051900,     1122569.23,        1128200,          61500,         226400,       3.68
20191213,      17100,      17110,      16300,      16370,   17881.53,   17951.53,         --,         920400,     1096915.38,      1138642.3,          60200,         209500,       3.48
20191206,      17620,      17770,      16950,      17080,   18074.61,   18015.38,         --,         764500,        1105500,     1146930.76,          64400,         174400,       2.71
20191129,      17400,      17860,      17350,      17430,   18130.76,   18021.15,         --,        1232700,     1117669.23,      1160042.3,          69900,         141300,       2.02
20191122,      17160,      17930,      17070,      17500,   18193.84,   18011.15,         --,        1383300,     1107630.76,        1166300,          65100,         143100,        2.2
20191115,      17380,      17860,      16910,      17090,      18210,   18023.84,         --,        1037700,     1070507.69,     1157176.92,          62400,         168100,       2.69
20191108,      18510,      18520,      17320,      17420,   18223.84,   18071.92,         --,        1280500,     1068776.92,     1171423.07,          65700,         141600,       2.16
20191101,      18260,      19560,      17960,      18500,   18179.23,   18106.53,         --,        1917600,     1094223.07,     1193296.15,          68900,          63900,       0.93
20191025,      18890,      19020,      17940,      18310,   18108.46,   18196.92,         --,        1012400,     1111253.84,     1192057.69,          76400,          69700,       0.91
20191018,      18980,      19270,      18660,      18920,   18160.76,   18332.69,         --,         874400,     1113384.61,        1189600,          99300,          58700,       0.59
20191011,      17850,      18980,      17720,      18790,   18165.38,      18415,         --,        1226500,     1128038.46,     1206261.53,          88700,          70800,        0.8
20191004,      18250,      18490,      17730,      17810,   18106.15,   18460.38,         --,        1096000,     1089815.38,     1210688.46,          72800,         101200,       1.39
20190927,      18950,      19180,      18260,      18390,   18130.76,    18557.3,         --,         795500,     1104423.07,     1227565.38,          90200,          89500,       0.99
20190920,      18960,      19460,      18760,      18850,   18106.15,   18602.69,         --,         718400,     1133830.76,     1239480.76,          97200,          75500,       0.78
20190913,      17900,      19040,      17800,      18880,   18021.53,   18590.76,         --,        1032000,     1180369.23,     1263076.92,          91600,          74800,       0.82
20190906,      18080,      18080,      17310,      17810,   17956.15,   18566.15,         --,         922700,     1188361.53,        1271350,          78800,          97100,       1.23
20190830,      17250,      18480,      17130,      18250,   17911.53,   18605.38,         --,        1102200,     1202415.38,     1298669.23,          82100,          88400,       1.08
20190823,      17380,      18130,      17090,      17710,   17828.46,   18614.23,         --,         900700,     1224969.23,     1306076.92,          75500,          94600,       1.25
20190816,      16700,      17340,      16700,      17270,   17837.69,   18623.84,         --,        1015200,     1243846.15,     1327853.84,          68000,         109100,        1.6
20190809,      17270,      17580,      16430,      16840,      17920,   18595.76,         --,        1611300,     1274069.23,     1353830.76,          55500,         122600,       2.21
20190802,      19000,      19240,      16620,      17580,   18033.84,   18581.92,         --,        2139000,     1292369.23,      1368842.3,          70500,         109300,       1.55
20190726,      19010,      19490,      18910,      18990,   18285.38,      18495,         --,        1040100,     1272861.53,     1347173.07,          73900,          80200,       1.09
20190719,      18020,      19010,      17980,      18980,   18504.61,   18351.15,         --,        1064900,     1265815.38,      1396242.3,          96700,          86800,        0.9
20190712,      18130,      18140,      17540,      18020,   18664.61,    18202.3,         --,         729600,     1284484.61,     1432296.15,          63600,         139700,        2.2
20190705,      18430,      18840,      17860,      18130,   18814.61,   18135.76,         --,        1285900,     1331561.53,     1421261.53,          69800,         140400,       2.01
20190628,      18000,      18160,      17440,      18070,   18983.84,    18102.3,         --,        1177800,     1350707.69,     1426373.07,          76700,         118200,       1.54
20190621,      17880,      18540,      17460,      17750,   19099.23,      18035,         --,        1323400,     1345130.76,     1454503.84,          68700,         148300,       2.16
20190614,      17590,      18170,      17390,      18030,      19160,      18010,         --,        1135900,     1345784.61,     1463053.84,          75200,         131600,       1.75
20190607,      16620,      17500,      16590,      17230,   19176.15,   17970.38,         --,        1105400,     1354338.46,     1477419.23,          79600,         145400,       1.83
20190531,      17720,      17960,      16960,      17170,   19299.23,   17958.84,         --,        1395400,     1394923.07,     1522896.15,          92800,         150800,       1.63
20190524,      18350,      18750,      17760,      17830,      19400,   18014.23,         --,        1146100,     1387184.61,        1519100,          83400,         140600,       1.69
20190517,      18340,      18840,      17760,      18340,      19410,   18046.15,         --,        1408100,     1411861.53,     1536338.46,          87600,         113800,        1.3
20190510,      20100,      20220,      18160,      18320,   19271.53,   18007.69,         --,        1849200,      1433592.3,     1555603.84,          92300,         110900,        1.2
20190426,      21610,      21910,      20030,      20850,      19130,   17996.15,         --,        1885400,     1445315.38,     1592588.46,         144400,          64900,       0.45
20190419,      21310,      22010,      21050,      21840,   18704.61,   17814.61,         --,         948500,     1421484.61,     1610253.84,         140700,          50100,       0.36
20190412,      20260,      21250,      20070,      21060,   18197.69,   17648.84,         --,        1307600,     1526669.23,     1679311.53,         157400,          49000,       0.31
20190405,      20490,      20620,      19250,      19970,      17740,   17586.15,         --,        1341600,     1580107.69,        1706600,         147200,          70100,       0.48
20190329,      19300,      20380,      18820,      20330,   17456.92,   17606.53,         --,        1534800,     1510961.53,     1736538.46,         159100,          52900,       0.33
20190322,      18810,      19610,      18670,      19570,   17220.76,    17657.3,         --,        1105300,     1502038.46,     1756446.15,         143000,          68100,       0.48
20190315,      18320,      18620,      17810,      18540,   16970.76,   17646.15,         --,        1331900,     1563876.92,     1781907.69,         122000,         128100,       1.05
20190308,      19110,      19320,      18080,      18240,      16860,    17667.3,         --,        1247100,     1580323.07,     1788446.15,         108700,         140500,       1.29
20190301,      18360,      18850,      17980,      18830,   16764.61,      17710,         --,        1633000,        1600500,     1824180.76,         136800,         117900,       0.86
20190222,      18600,      18720,      18010,      18480,   16618.46,   17774.23,         --,        1294800,     1650869.23,     1827061.53,         139200,         141700,       1.02
20190215,      16350,      18180,      16220,      17960,   16628.46,    17807.3,         --,        1466900,     1651015.38,     1850561.53,         116200,         156800,       1.35
20190208,      16200,      17690,      16140,      16540,    16682.3,   17816.53,         --,        1690600,     1660815.38,     1915557.69,         108200,         198300,       1.83
20190201,      15320,      16820,      15300,      16480,   16743.84,   17995.76,         --,        2001600,     1677615.38,     1912126.92,         111600,         216300,       1.94
20190125,      15440,      15510,      14560,      15320,    16862.3,      18190,         --,        1575600,     1739861.53,      1922842.3,          89200,         262500,       2.94
20190118,      15100,      15690,      13820,      15250,   16924.61,   18459.61,         --,        2315900,     1799023.07,     1935476.92,          82700,         271000,       3.28
20190111,      16980,      17230,      14920,      15110,      17100,   18693.46,         --,        2002300,     1831953.84,     1917011.53,          71300,         275500,       3.86
20190104,      16460,      16500,      15840,      16290,    17432.3,      19050,         --,         442700,      1833092.3,     1887380.76,         105200,         215200,       2.05
20181228,      15500,      17360,      14790,      17260,   17756.15,   19271.92,         --,        1418800,     1962115.38,     1927688.46,               ,               ,           
20181221,      17080,      17380,      16190,      16320,   18093.84,   19526.15,         --,        1909200,     2010853.84,     1932003.84,          55400,         273700,       4.94
20181214,      16430,      17540,      16140,      17100,   18321.53,   19882.69,         --,        1545700,     1999938.46,     1910007.69,          78200,         288300,       3.69
20181207,      17240,      17880,      16330,      17000,   18474.61,   20215.76,         --,        1509400,     1996569.23,      1904792.3,          60400,         335700,       5.56
20181130,      18050,      18540,      16580,      16930,   18655.38,   20496.53,         --,        2287800,     2047861.53,        1896050,          74600,         333000,       4.46
20181122,      18590,      19120,      17380,      18610,      18930,    20712.3,         --,        1296700,     2003253.84,     1867730.76,          71700,         264200,       3.68
20181116,      17350,      18830,      16820,      18660,   18986.15,   20898.46,         --,        1594300,     2050107.69,     1870834.61,          70600,         266100,       3.77
20181109,      17710,      18340,      16900,      17340,   18950.76,   21038.07,         --,        1909000,        2170300,     1881234.61,          57700,         308800,       5.35
20181102,      16240,      18030,      15860,      18020,   19247.69,    21167.3,         --,        2810800,     2146638.46,     1885007.69,          58200,         300100,       5.16
20181026,      17580,      18330,      15990,      16130,   19517.69,    21227.3,         --,        2344700,     2105823.07,        1821000,          60300,         341700,       5.67
20181019,      19170,      19290,      16850,      17530,   19994.61,   21385.76,         --,        2744000,     2071930.76,     1792653.84,          57200,         334000,       5.84
20181012,      20320,      20560,      18210,      19430,   20286.92,    21502.3,         --,        2017100,     2002069.23,     1756369.23,          58700,         259100,       4.41
20181005,      21710,      22300,      19900,      20500,   20667.69,   21563.84,         --,        2120000,     1941669.23,     1775138.46,          63300,         219500,       3.47
20180928,      19140,      21880,      19100,      21650,   20787.69,    21682.3,         --,        2052400,     1893261.53,     1760607.69,          75600,         197600,       2.61
20180921,      19290,      20460,      19140,      19280,   20958.46,   21706.15,         --,        1767300,     1853153.84,     1739688.46,          48100,         276400,       5.75
20180914,      19290,      19450,      18770,      19090,   21443.84,   21715.38,         --,        1501900,     1820076.92,     1719903.84,          56900,         296400,       5.21
20180907,      20380,      20980,      18690,      19350,   21956.92,    21757.3,         --,        2176200,     1813015.38,     1707057.69,          67000,         301600,        4.5
20180831,      19560,      20660,      19480,      20500,   22337.69,   21779.61,         --,        1707900,     1744238.46,     1671753.84,          73200,         219800,          3
20180824,      18120,      19750,      17870,      19340,   22494.61,   21771.92,         --,        1905800,     1732207.69,     1650796.15,          60400,         240900,       3.99
20180817,      20790,      20800,      17040,      18200,   22810.76,   21794.61,         --,        3156800,     1691561.53,        1619900,          55400,         254200,       4.59
20180810,      21440,      21820,      20480,      21200,   23125.38,   21869.61,         --,        1601400,     1592169.23,     1551623.07,          68300,         193200,       2.83
20180803,      21880,      22970,      21080,      21530,   23086.92,   21793.46,         --,        2280200,     1623376.92,     1576373.07,          80300,         199400,       2.48
20180727,      21100,      22450,      20470,      22330,   22936.92,   21716.92,         --,        1904100,     1536176.92,      1547342.3,          63700,         179800,       2.82
20180720,      24430,      24730,      20980,      21330,   22776.92,      21590,         --,        1835800,     1513376.92,     1512615.38,          59200,         185400,       3.13
20180713,      22290,      24430,      22110,      24380,   22717.69,   21498.46,         --,        1231900,     1510669.23,     1489669.23,          79200,         108600,       1.37
20180706,      23870,      23940,      21850,      22060,      22460,   21241.92,         --,        1490700,     1608607.69,     1473934.61,          99900,         110600,       1.11
20180629,      25670,      25680,      23260,      23870,   22576.92,   21081.53,         --,        1531000,     1627953.84,     1428607.69,         114600,          89100,       0.78
20180622,      26160,      26340,      24900,      25590,   22453.84,      20840,         --,        1337300,     1626223.07,     1406973.07,         130600,          72800,       0.56
20180615,      24430,      26130,      23950,      25760,   21986.92,   20516.53,         --,        1410100,     1619730.76,      1398592.3,         139100,          64800,       0.47
20180608,      22800,      24340,      22540,      24300,   21557.69,      20195,         --,        1282100,        1601100,     1396019.23,         116300,          64400,       0.55
20180601,      23520,      24240,      22460,      22540,   21221.53,   19933.84,         --,        1551500,     1599269.23,     1404688.46,         101100,          89600,       0.89
20180525,      22460,      23570,      22200,      23450,   21049.23,   19748.07,         --,        1377400,     1569384.61,     1404984.61,         114500,          67700,       0.59
20180518,      21320,      22450,      21210,      22290,   20778.46,   19507.69,         --,        1864700,     1548238.46,     1394311.53,         102400,         111400,       1.09
20180511,      19600,      21130,      19560,      20700,   20613.84,   19289.61,         --,        2007100,     1511076.92,     1395457.69,          91900,         142800,       1.55
20180502,      20870,      20940,      19290,      19580,      20500,   19109.61,         --,        1146600,     1529369.23,      1402092.3,          96700,         144000,       1.49
20180427,      20510,      20610,      19440,      20250,   20496.92,   18912.69,         --,        1607700,     1558507.69,     1442676.92,          96700,         144000,       1.49
20180420,      21100,      21600,      20190,      20560,   20403.07,    18667.3,         --,        1800600,     1511853.84,     1475303.84,         102800,         133300,        1.3
20180413,      23660,      23660,      20820,      21030,   20279.23,   18438.84,         --,        2505100,     1468669.23,     1463761.53,         119200,         107700,        0.9
20180406,      22490,      23920,      22270,      23580,   20023.84,   18155.76,         --,        1742200,     1339261.53,     1406980.76,         176600,          68300,       0.39
20180330,      19500,      22280,      19430,      22270,   19586.15,   17748.84,         --,        1508500,     1229261.53,     1403703.84,         156200,          47400,        0.3
20180323,      20180,      20280,      19250,      19520,   19226.15,   17388.07,         --,        1252900,     1187723.07,     1430073.07,         107400,          82300,       0.77
20180316,      20330,      20340,      19650,      20180,   19046.15,   17110.38,         --,        1167900,     1177453.84,     1452153.84,         115800,          67800,       0.59
20180309,      20000,      20640,      19750,      19930,    18832.3,   16856.15,         --,        1258300,     1190938.46,     1455457.69,         108800,          80600,       0.74
20180302,      20180,      20520,      19520,      20300,   18646.15,   16623.46,         --,        1163000,     1210107.69,        1449600,          92900,          73200,       0.79
20180223,      20450,      20910,      19780,      19930,   18446.92,   16381.15,         --,        1102500,     1240584.61,     1446984.61,         103200,          77400,       0.75
20180216,      19490,      20270,      19260,      20150,   18236.92,    16122.3,         --,        1381600,     1240384.61,        1433500,         111300,          49300,       0.44
20180209,      19140,      19780,      18070,      19220,   17965.38,   15845.38,         --,        2244900,     1279838.46,     1413915.38,          88700,          52800,        0.6
20180202,      19080,      19580,      18320,      19540,   17719.23,   15598.07,         --,        1525400,     1274815.38,        1357450,         115600,          82300,       0.71
20180126,      19060,      19530,      18750,      19030,   17328.46,   15336.92,         --,        1001200,     1326846.15,     1367630.76,          98700,         109400,       1.11
20180119,      17800,      19520,      17800,      18950,   16931.53,   15081.92,         --,        1239200,     1438753.84,     1362119.23,         104700,          91300,       0.87
20180112,      17950,      18150,      17460,      17710,   16598.46,   14819.23,         --,         822800,     1458853.84,     1345138.46,         105500,         127900,       1.21
20180105,      17840,      18000,      17710,      17890,   16287.69,   14596.15,         --,         312200,        1474700,     1354776.92,         113500,          91400,       0.81
20171229,      17330,      18380,      17260,      17590,   15911.53,   14366.92,         --,         968500,     1578146.15,     1387384.61,         113500,          91400,       0.81
20171222,      17520,      17520,      16870,      17180,      15550,    14162.3,         --,        1119400,     1672423.07,     1396315.38,         128500,         119500,       0.93
20171215,      17550,      17560,      16920,      17400,   15174.61,   13995.38,         --,        1343200,     1726853.84,     1388688.46,         126600,         116600,       0.92
20171208,      17710,      17750,      16960,      17510,      14880,   13818.46,         --,        1507500,     1719976.92,     1388061.53,         130400,          94800,       0.73
20171201,      17350,      17750,      16950,      17710,   14600.76,   13635.38,         --,        1559200,      1689092.3,     1396584.61,         138400,          75500,       0.55
20171124,      16470,      17230,      16420,      17200,   14315.38,   13429.23,         --,        1099900,     1653384.61,     1388280.76,         137700,          81500,       0.59
20171117,      16000,      16710,      15610,      16620,   14007.69,   13214.23,         --,        1894500,     1626615.38,     1391873.07,         134300,          81000,        0.6
20171110,      14370,      16110,      14240,      16020,   13725.38,   13024.61,         --,        2179600,      1547992.3,      1369542.3,         116400,          78000,       0.67
20171102,      13920,      14550,      13590,      14460,   13476.92,   12849.23,         --,        2201800,     1440084.61,     1356753.84,          92900,         111800,        1.2
20171027,      14900,      15040,      13570,      13870,   13345.38,   12722.69,         --,        2456000,     1408415.38,     1305580.76,         108100,         194000,       1.79
20171020,      13800,      14670,      13740,      14620,    13232.3,   12595.76,         --,        1500500,     1285484.61,     1260619.23,         134700,          83800,       0.62
20171013,      13100,      13790,      13030,      13670,      13040,    12417.3,         --,        1028800,     1231423.07,      1233742.3,         101300,         120000,       1.18
20171006,      12910,      13120,      12440,      13000,   12904.61,   12266.92,         --,        1657000,     1234853.84,     1223796.15,          94700,         155100,       1.64
20170929,      12710,      13230,      12250,      12890,    12822.3,   12154.23,         --,        2194100,     1196623.07,        1200700,          82300,         169400,       2.06
20170922,      13750,      13800,      12270,      12300,   12774.61,   12045.76,         --,        1827000,     1120207.69,     1152073.07,         105600,         160300,       1.52
20170915,      13980,      14370,      13330,      13570,   12816.15,   11966.15,         --,        1253800,     1050523.07,     1117623.07,         134200,          86600,       0.65
20170908,      13910,      13980,      13290,      13880,   12756.92,   11841.53,         --,        1106000,     1056146.15,     1114415.38,         126800,          30900,       0.24
20170901,      13330,      14080,      13220,      14000,      12670,   11706.53,         --,        1095000,     1104076.92,     1121496.15,         137500,          34500,       0.25
20170825,      12980,      13340,      12900,      13200,   12543.07,   11559.23,         --,         751900,     1123176.92,     1157703.84,         121800,          35600,       0.29
20170818,      12790,      13240,      12690,      12950,   12420.76,   11421.15,         --,         872400,     1157130.76,     1171038.46,         115400,          35700,       0.31
20170810,      12790,      12800,      12270,      12790,   12323.84,   11272.69,         --,         776800,      1191092.3,      1181742.3,         122700,          43300,       0.35
20170804,      12520,      12790,      12170,      12750,   12221.53,   11131.15,         --,        1790100,     1273423.07,     1213311.53,         123600,          52800,       0.43
20170728,      12130,      12420,      11970,      12400,      12100,    11002.3,         --,         857900,     1202746.15,     1221546.15,         123700,          70300,       0.57
20170721,      11910,      12240,      11870,      12120,   11959.23,   10906.15,         --,         797700,     1235753.84,     1238015.38,         121300,          84200,       0.69
20170714,      11990,      12260,      11820,      11910,   11794.61,   10816.92,         --,        1073400,     1236061.53,     1236215.38,         121900,          82300,       0.68
20170707,      12270,      12310,      11830,      11930,   11629.23,   10745.76,         --,        1160000,     1212738.46,     1232153.84,         123300,          62200,        0.5
20170630,      12870,      13100,      12040,      12270,   11486.15,   10681.15,         --,        1200700,     1204776.92,     1229246.15,         133100,          63900,       0.48
20170623,      12800,      13210,      12760,      12840,   11316.92,   10582.69,         --,         921100,     1183938.46,     1211511.53,         141000,          30400,       0.22
20170616,      12740,      12930,      12480,      12800,   11116.15,   10461.92,         --,        1326900,     1184723.07,     1225261.53,         143600,          24100,       0.17
20170609,      12330,      13060,      12280,      12750,   10926.15,   10349.23,         --,        1729100,     1172684.61,     1241153.84,         147800,          25700,       0.17
20170602,      11610,      12410,      11580,      12350,   10743.07,   10206.15,         --,        1343300,     1138915.38,     1227411.53,         132000,          26500,        0.2
20170526,      11700,      11730,      11480,      11610,   10575.38,   10072.69,         --,        1193300,     1192230.76,      1227942.3,         119700,          26200,       0.22
20170519,      11370,      11800,      11360,      11690,   10421.53,    9987.69,         --,        1313900,     1184946.15,     1238219.23,         131100,          45000,       0.34
20170512,      11270,      11590,      11240,      11460,   10221.53,    9884.61,         --,        1847100,      1172392.3,     1260830.76,         120300,          39800,       0.33
20170502,      11090,      11320,      10910,      11170,   10040.76,    9768.07,         --,         871300,        1153200,     1256930.76,         109300,          24400,       0.22
20170428,      10130,      10590,      10090,      10570,    9904.61,    9665.38,         --,        1287000,     1240346.15,     1321019.23,         109300,          24400,       0.22
20170421,       9750,      10080,       9730,       9980,    9853.07,    9630.76,         --,         801700,     1240276.92,      1310392.3,         100300,          30000,        0.3
20170414,      10130,      10160,       9730,       9760,    9839.23,       9615,         --,         770200,     1236369.23,     1326726.92,         101100,          34200,       0.34
20170407,      10180,      10350,       9870,      10070,     9862.3,    9620.38,         --,        1056500,     1251569.23,     1329019.23,         110000,          28700,       0.26
20170331,      10130,      10400,      10040,      10070,    9876.15,    9618.84,         --,         929800,     1253715.38,     1333776.92,         115000,          31900,       0.28
20170324,      10300,      10350,       9950,      10230,    9848.46,    9626.92,         --,         931300,     1239084.61,     1333253.84,         121300,          30000,       0.25
20170317,      10310,      10470,      10230,      10330,    9807.69,    9631.92,         --,        1170400,        1265800,     1321180.76,         150500,          29400,        0.2
20170310,      10170,      10470,      10110,      10370,     9772.3,    9618.46,         --,        1290100,     1309623.07,     1320365.38,         138900,          31100,       0.22
20170303,       9460,      10340,       9430,      10170,    9669.23,    9606.53,         --,        2036400,     1315907.69,      1327842.3,         120600,          40900,       0.34
20170224,       9150,       9720,       9100,       9610,       9570,    9586.53,         --,        1098600,     1263653.84,     1284119.23,          73900,          73300,       0.99
20170217,       9210,       9350,       9040,       9090,    9553.84,     9577.3,         --,        1150700,      1291492.3,     1286161.53,          78800,         106700,       1.35
20170210,       9430,       9440,       9050,       9110,    9547.69,    9573.84,         --,        1597600,     1349269.23,     1294796.15,          87800,         104600,       1.19
20170203,       9840,       9880,       9220,       9400,    9495.38,     9607.3,         --,        2004200,     1360661.53,     1277607.69,          84400,          81200,       0.96
20170127,       9720,      10160,       9500,       9900,    9426.15,    9624.61,         --,        1286100,      1401692.3,     1292315.38,          91500,          51500,       0.56
20170120,      10060,      10080,       9660,       9800,    9408.46,     9612.3,         --,         750900,     1380507.69,     1312961.53,          94200,          54000,       0.57
20170113,      10250,      10270,       9710,      10060,    9390.76,    9595.38,         --,         967800,     1417084.61,     1348869.23,         102200,          48100,       0.47
20170106,       9840,      10290,       9800,      10250,    9378.46,    9554.61,         --,        1084400,     1406469.23,     1370215.38,         101100,          45100,       0.45
20161230,       9720,       9930,       9530,       9710,    9361.53,    9490.76,         --,         739600,     1413838.46,     1395965.38,          79600,          62900,       0.79
20161222,       9870,      10000,       9550,       9700,    9405.38,       9460,         --,        1278600,     1427423.07,     1452080.76,          83000,          77700,       0.94
20161216,       9150,       9930,       8980,       9870,    9456.15,    9401.15,         --,        1740100,     1376561.53,     1470346.15,          84100,          72100,       0.86
20161209,       8800,       9100,       8700,       9030,    9464.61,    9350.38,         --,        1371800,     1331107.69,     1458634.61,          69700,         124300,       1.78
20161202,       9360,       9400,       8850,       8880,    9543.84,    9366.15,         --,        1357100,     1339776.92,     1477980.76,          70100,         130700,       1.86
20161125,       9120,       9470,       9100,       9400,    9603.07,    9392.69,         --,        1460500,     1304584.61,     1493126.92,          77700,         120300,       1.55
20161118,       8560,       9050,       8430,       9010,    9600.76,    9395.38,         --,        1901800,     1280830.76,     1503488.46,          77800,         147900,        1.9
20161111,       8640,       8660,       8210,       8430,       9600,    9408.84,         --,        1745700,     1240323.07,     1490034.61,          78400,         184300,       2.35
20161104,       9570,       9690,       8200,       8500,    9719.23,       9440,         --,        2537600,     1194553.84,     1556723.07,          75100,         202500,        2.7
20161028,       9670,       9740,       9560,       9670,    9823.07,    9449.23,         --,        1010700,     1182938.46,     1561976.92,         106000,          95600,        0.9
20161021,       9910,      10090,       9450,       9570,    9816.15,    9471.92,         --,        1226400,     1245415.38,     1569457.69,         106800,          92000,       0.86
20161014,       9950,       9990,       9800,       9900,       9800,     9507.3,         --,         829800,     1280653.84,     1586865.38,         119400,          61500,       0.52
20161007,      10380,      10690,       9990,      10030,    9730.76,    9544.23,         --,        1180200,     1333961.53,     1614638.46,         125200,          54200,       0.43
20160930,      10360,      10470,      10030,      10280,       9620,    9573.84,         --,         916200,      1378092.3,     1624753.84,         123400,          40000,       0.32
20160923,       9830,      10390,       9810,      10360,    9514.61,    9580.38,         --,         617400,     1476738.46,     1661369.23,         134200,          47000,       0.35
20160916,       9800,      10250,       9600,       9980,    9346.15,    9601.15,         --,        1149200,     1564130.76,     1688238.46,               ,               ,           
20160909,       9800,      10550,       9620,      10060,    9236.15,    9617.69,         --,        1484500,     1586161.53,     1724496.15,         140900,          51300,       0.36
20160902,       9520,       9780,       9130,       9650,    9188.46,    9626.53,         --,         899600,     1616184.61,     1745823.07,         123700,          81500,       0.66
20160826,       8970,       9610,       8970,       9370,     9182.3,    9652.69,         --,        1151700,     1681669.23,     1810526.92,         109500,          87800,        0.8
20160819,       9940,      10170,       8960,       9000,       9190,       9665,         --,        1375200,     1726146.15,     1852257.69,          99600,          95500,       0.96
